lambda       flux        ferr     
7399.00      2.95033    0.0293313 
7400.00      2.90639    0.0293111 
7401.00      2.94764    0.0293348 
7402.00      2.94613    0.0293610 
7403.00      2.90142    0.0293731 
7404.00      2.88344    0.0293076 
7405.00      2.91205    0.0294245 
7406.00      2.99612    0.0294106 
7407.00      3.00694    0.0293861 
7408.00      3.00977    0.0294529 
7409.00      2.96411    0.0293790 
7410.00      2.92213    0.0294912 
7411.00      3.03531    0.0294435 
7412.00      3.03550    0.0294371 
7413.00      2.95800    0.0295934 
7414.00      3.00705    0.0295798 
7415.00      3.04967    0.0295490 
7416.00      2.99081    0.0294238 
7417.00      2.92255    0.0294994 
7418.00      2.91723    0.0296129 
7419.00      3.00658    0.0295624 
7420.00      2.97239    0.0294636 
7421.00      2.89546    0.0295289 
7422.00      2.98619    0.0297608 
7423.00      3.03488    0.0299919 
7424.00      3.09131    0.0296283 
7425.00      3.21155    0.0294043 
7426.00      3.14625    0.0295853 
7427.00      3.01080    0.0296868 
7428.00      3.01444    0.0296657 
7429.00      3.04758    0.0294155 
7430.00      2.98301    0.0295727 
7431.00      2.91098    0.0298092 
7432.00      2.88241    0.0297878 
7433.00      2.85335    0.0296477 
7434.00      2.87072    0.0295418 
7435.00      2.93746    0.0295827 
7436.00      3.02332    0.0295388 
7437.00      3.04757    0.0295811 
7438.00      3.00094    0.0295808 
7439.00      2.89545    0.0295608 
7440.00      2.81486    0.0296894 
7441.00      2.92116    0.0295903 
7442.00      3.00900    0.0296302 
7443.00      3.00908    0.0296787 
7444.00      3.04625    0.0296557 
7445.00      3.06385    0.0296779 
7446.00      3.10066    0.0296984 
7447.00      3.12212    0.0297522 
7448.00      3.06041    0.0297403 
7449.00      2.99919    0.0297530 
7450.00      3.10140    0.0297872 
7451.00      3.14793    0.0298477 
7452.00      2.99843    0.0297754 
7453.00      2.88335    0.0297718 
7454.00      2.85543    0.0298500 
7455.00      2.85786    0.0299838 
7456.00      2.88825    0.0299243 
7457.00      2.86157    0.0299464 
7458.00      2.91303    0.0300071 
7459.00      2.96406    0.0299552 
7460.00      2.85731    0.0299255 
7461.00      2.82118    0.0299922 
7462.00      2.87633    0.0299005 
7463.00      2.78245    0.0301582 
7464.00      2.73384    0.0301483 
7465.00      2.81521    0.0300391 
7466.00      2.94387    0.0300487 
7467.00      3.08678    0.0303085 
7468.00      3.22066    0.0303426 
7469.00      3.14997    0.0300671 
7470.00      3.06107    0.0299884 
7471.00      3.19718    0.0300057 
7472.00      3.33332    0.0303020 
7473.00      3.30591    0.0302998 
7474.00      3.09689    0.0299549 
7475.00      2.88979    0.0300519 
7476.00      2.79265    0.0304130 
7477.00      2.91921    0.0303816 
7478.00      3.06507    0.0300922 
7479.00      3.03742    0.0301141 
7480.00      2.96615    0.0299894 
7481.00      2.92799    0.0300251 
7482.00      2.90391    0.0301296 
7483.00      2.94585    0.0300617 
7484.00      3.00313    0.0299854 
7485.00      2.95791    0.0299827 
7486.00      2.87319    0.0300901 
7487.00      2.83381    0.0301429 
7488.00      2.86669    0.0299962 
7489.00      2.92210    0.0299955 
7490.00      2.92962    0.0299776 
7491.00      2.85390    0.0299856 
7492.00      2.83389    0.0299934 
7493.00      2.82755    0.0299420 
7494.00      2.83103    0.0300843 
7495.00      2.90085    0.0299353 
7496.00      2.87587    0.0300433 
7497.00      2.84770    0.0300625 
7498.00      2.84029    0.0299902 
7499.00      2.81392    0.0301288 
7500.00      2.85006    0.0301289 
7501.00      2.95859    0.0301298 
7502.00      3.02158    0.0302967 
7503.00      3.09099    0.0300938 
7504.00      3.04409    0.0302157 
7505.00      2.90714    0.0303456 
7506.00      2.99661    0.0303717 
7507.00      3.13838    0.0305333 
7508.00      3.00213    0.0312732 
7509.00      2.90164    0.0308240 
7510.00      2.96038    0.0302556 
7511.00      3.08877    0.0304182 
7512.00      3.06642    0.0306933 
7513.00      2.89238    0.0307272 
7514.00      3.08476    0.0305278 
7515.00      3.19604    0.0304127 
7516.00      3.07260    0.0309039 
7517.00      3.05040    0.0311535 
7518.00      2.94501    0.0307762 
7519.00      2.85321    0.0305954 
7520.00      2.89502    0.0305446 
7521.00      2.94567    0.0304248 
7522.00      2.90361    0.0304559 
7523.00      2.95002    0.0306218 
7524.00      2.92123    0.0307841 
7525.00      2.92114    0.0305295 
7526.00      2.93364    0.0304572 
7527.00      2.89020    0.0304114 
7528.00      2.82090    0.0304406 
7529.00      2.85409    0.0305779 
7530.00      2.86457    0.0303852 
7531.00      2.83453    0.0304834 
7532.00      2.82539    0.0304396 
7533.00      2.81237    0.0306070 
7534.00      2.83465    0.0304465 
7535.00      2.87447    0.0305686 
7536.00      2.93393    0.0304464 
7537.00      2.91330    0.0305474 
7538.00      2.92428    0.0305162 
7539.00      2.99252    0.0305942 
7540.00      3.04289    0.0305484 
7541.00      3.03436    0.0306915 
7542.00      2.96180    0.0307632 
7543.00      2.92365    0.0305993 
7544.00      2.87081    0.0306037 
7545.00      2.85286    0.0306860 
7546.00      2.89169    0.0307427 
7547.00      2.84817    0.0307459 
7548.00      2.78830    0.0306158 
7549.00      2.85643    0.0307191 
7550.00      2.98105    0.0308593 
7551.00      2.99568    0.0308990 
7552.00      2.99900    0.0307906 
7553.00      3.02542    0.0307755 
7554.00      2.95873    0.0308041 
7555.00      2.95090    0.0310647 
7556.00      3.00889    0.0316302 
7557.00      2.94502    0.0309774 
7558.00      2.77329    0.0307406 
7559.00      2.70307    0.0309836 
7560.00      2.78556    0.0311754 
7561.00      2.98574    0.0311611 
7562.00      3.09826    0.0308070 
7563.00      3.00485    0.0308635 
7564.00      2.84924    0.0315996 
7565.00      2.82160    0.0314878 
7566.00      2.87271    0.0312132 
7567.00      2.94277    0.0310059 
7568.00      2.97567    0.0310088 
7569.00      2.89338    0.0310756 
7570.00      2.79340    0.0313528 
7571.00      2.79249    0.0312033 
7572.00      2.93624    0.0309866 
7573.00      3.06251    0.0311217 
7574.00      3.04905    0.0311881 
7575.00      2.88155    0.0312403 
7576.00      2.75778    0.0312730 
7577.00      2.91318    0.0309322 
7578.00      2.95981    0.0312754 
7579.00      2.78858    0.0313707 
7580.00      2.50089    0.0312015 
7581.00      2.24237    0.0311817 
7582.00      2.03773    0.0314075 
7583.00      1.84434    0.0314158 
7584.00      1.61645    0.0310146 
7585.00      1.35097    0.0310337 
7586.00      1.22171    0.0312520 
7587.00      1.15895    0.0311302 
7588.00     0.972172    0.0312410 
7589.00     0.938071    0.0307408 
7590.00     0.965574    0.0310315 
7591.00     0.999342    0.0314889 
7592.00     0.966788    0.0310629 
7593.00     0.910919    0.0308309 
7594.00     0.899465    0.0306184 
7595.00     0.925594    0.0307750 
7596.00      1.03912    0.0307557 
7597.00      1.16766    0.0306689 
7598.00      1.21318    0.0309214 
7599.00      1.27739    0.0308829 
7600.00      1.36711    0.0308697 
7601.00      1.48093    0.0312124 
7602.00      1.72836    0.0312680 
7603.00      1.92654    0.0314450 
7604.00      2.13227    0.0309734 
7605.00      2.15975    0.0312428 
7606.00      2.10149    0.0314292 
7607.00      2.13096    0.0313531 
7608.00      2.05331    0.0312925 
7609.00      1.93997    0.0311342 
7610.00      1.93972    0.0315427 
7611.00      1.91046    0.0316122 
7612.00      1.85384    0.0314900 
7613.00      1.69870    0.0317100 
7614.00      1.49595    0.0314078 
7615.00      1.61528    0.0312989 
7616.00      1.63295    0.0312889 
7617.00      1.57316    0.0315672 
7618.00      1.56317    0.0315896 
7619.00      1.56276    0.0311470 
7620.00      1.65488    0.0312761 
7621.00      1.66328    0.0316118 
7622.00      1.64445    0.0318522 
7623.00      1.73693    0.0312816 
7624.00      1.77778    0.0312309 
7625.00      1.82466    0.0311330 
7626.00      1.74424    0.0314129 
7627.00      1.70003    0.0314469 
7628.00      1.74954    0.0312761 
7629.00      1.78846    0.0311908 
7630.00      1.81953    0.0314263 
7631.00      1.85699    0.0314577 
7632.00      1.91207    0.0314700 
7633.00      2.01816    0.0313174 
7634.00      2.03798    0.0312972 
7635.00      2.00627    0.0316848 
7636.00      2.09049    0.0314392 
7637.00      2.13557    0.0316814 
7638.00      2.22748    0.0314896 
7639.00      2.23290    0.0314572 
7640.00      2.20642    0.0316837 
7641.00      2.26111    0.0316612 
7642.00      2.31462    0.0316525 
7643.00      2.36995    0.0315308 
7644.00      2.37571    0.0315527 
7645.00      2.32746    0.0318417 
7646.00      2.33239    0.0320268 
7647.00      2.40195    0.0319539 
7648.00      2.31579    0.0315580 
7649.00      2.21891    0.0316631 
7650.00      2.25021    0.0319418 
7651.00      2.32178    0.0318212 
7652.00      2.36276    0.0318604 
7653.00      2.42586    0.0315980 
7654.00      2.51724    0.0318819 
7655.00      2.64508    0.0319827 
7656.00      2.61744    0.0318745 
7657.00      2.54065    0.0319225 
7658.00      2.58659    0.0317317 
7659.00      2.67695    0.0317560 
7660.00      2.70637    0.0317525 
7661.00      2.65797    0.0318573 
7662.00      2.67838    0.0317908 
7663.00      2.66521    0.0317884 
7664.00      2.62210    0.0318548 
7665.00      2.65828    0.0319133 
7666.00      2.68825    0.0317925 
7667.00      2.65459    0.0319661 
7668.00      2.70474    0.0318810 
7669.00      2.78767    0.0318504 
7670.00      2.75559    0.0319558 
7671.00      2.70466    0.0319560 
7672.00      2.69492    0.0319863 
7673.00      2.71258    0.0318514 
7674.00      2.67341    0.0320638 
7675.00      2.64737    0.0320313 
7676.00      2.68476    0.0320395 
7677.00      2.72318    0.0320262 
7678.00      2.70128    0.0319469 
7679.00      2.61300    0.0321244 
7680.00      2.58440    0.0320562 
7681.00      2.63823    0.0321097 
7682.00      2.68731    0.0320584 
7683.00      2.71459    0.0321717 
7684.00      2.81957    0.0322217 
7685.00      2.91107    0.0321400 
7686.00      2.92882    0.0320789 
7687.00      2.91295    0.0321906 
7688.00      2.91311    0.0321405 
7689.00      2.85493    0.0322922 
7690.00      2.81799    0.0319479 
7691.00      2.75605    0.0323114 
7692.00      2.76194    0.0322492 
7693.00      2.75170    0.0322666 
7694.00      2.78600    0.0322005 
7695.00      2.84975    0.0323860 
7696.00      2.82030    0.0333794 
7697.00      2.80258    0.0332598 
7698.00      2.77831    0.0321663 
7699.00      2.58796    0.0324526 
7700.00      2.60619    0.0328094 
7701.00      2.56387    0.0330190 
7702.00      2.38330    0.0325564 
7703.00      2.47372    0.0321079 
7704.00      2.49161    0.0326177 
7705.00      2.66111    0.0330327 
7706.00      2.62775    0.0327975 
7707.00      2.61900    0.0324155 
7708.00      2.78653    0.0325558 
7709.00      2.92115    0.0331907 
7710.00      2.92120    0.0333638 
7711.00      2.81795    0.0329774 
7712.00      2.70454    0.0324113 
7713.00      2.75919    0.0325585 
7714.00      2.80652    0.0325735 
7715.00      2.74568    0.0325947 
7716.00      2.62995    0.0328108 
7717.00      2.61483    0.0325390 
7718.00      2.71447    0.0329693 
7719.00      2.71410    0.0330897 
7720.00      2.71584    0.0328370 
7721.00      2.68279    0.0328655 
7722.00      2.75820    0.0328321 
7723.00      2.84569    0.0329667 
7724.00      2.74628    0.0330697 
7725.00      2.67671    0.0330833 
7726.00      2.74504    0.0330895 
7727.00      2.83822    0.0330888 
7728.00      2.83361    0.0333667 
7729.00      2.84467    0.0332596 
7730.00      2.83434    0.0332797 
7731.00      2.80719    0.0333903 
7732.00      2.87636    0.0334326 
7733.00      3.01158    0.0338040 
7734.00      3.01942    0.0351852 
7735.00      2.68266    0.0349211 
7736.00      2.18725    0.0333914 
7737.00      2.20494    0.0333943 
7738.00      2.49515    0.0339000 
7739.00      2.80581    0.0338881 
7740.00      2.69786    0.0336897 
7741.00      2.58592    0.0333552 
7742.00      2.87532    0.0340508 
7743.00      3.04010    0.0354754 
7744.00      3.10877    0.0352528 
7745.00      2.90413    0.0338496 
7746.00      2.74777    0.0334202 
7747.00      2.82545    0.0336455 
7748.00      3.05840    0.0338208 
7749.00      3.42624    0.0338565 
7750.00      3.97038    0.0335270 
7751.00      4.53608    0.0334254 
7752.00      4.90653    0.0340636 
7753.00      4.80640    0.0341471 
7754.00      4.50026    0.0336512 
7755.00      4.01744    0.0336610 
7756.00      3.62652    0.0336130 
7757.00      3.33301    0.0338413 
7758.00      3.04982    0.0337333 
7759.00      2.75862    0.0335134 
7760.00      2.56506    0.0335572 
7761.00      2.56080    0.0336738 
7762.00      2.64731    0.0337412 
7763.00      2.76867    0.0336907 
7764.00      2.78394    0.0338372 
7765.00      2.66692    0.0339672 
7766.00      2.60992    0.0337349 
7767.00      2.69031    0.0336337 
7768.00      2.71089    0.0338120 
7769.00      2.64460    0.0337920 
7770.00      2.60387    0.0336994 
7771.00      2.76794    0.0334198 
7772.00      2.92744    0.0338705 
7773.00      3.04979    0.0340701 
7774.00      3.16157    0.0337877 
7775.00      3.16872    0.0338822 
7776.00      3.12782    0.0336303 
7777.00      3.04018    0.0343955 
7778.00      3.04435    0.0352406 
7779.00      2.96973    0.0340203 
7780.00      2.56435    0.0335035 
7781.00      2.50700    0.0338690 
7782.00      2.69246    0.0341014 
7783.00      2.83044    0.0341378 
7784.00      2.89455    0.0335964 
7785.00      2.71377    0.0337814 
7786.00      2.84106    0.0348401 
7787.00      2.81777    0.0351975 
7788.00      2.78405    0.0341371 
7789.00      2.75745    0.0338659 
7790.00      2.81471    0.0338538 
7791.00      2.85317    0.0339673 
7792.00      2.86078    0.0345301 
7793.00      2.82582    0.0343415 
7794.00      2.75234    0.0337308 
7795.00      2.60716    0.0340662 
7796.00      2.71479    0.0341181 
7797.00      2.68714    0.0343176 
7798.00      2.67062    0.0340256 
7799.00      2.69990    0.0338772 
7800.00      2.64469    0.0344119 
7801.00      2.61008    0.0347331 
7802.00      2.65554    0.0343482 
7803.00      2.73535    0.0342442 
7804.00      2.87290    0.0345468 
7805.00      2.89294    0.0361185 
7806.00      2.93014    0.0350281 
7807.00      2.65316    0.0339867 
7808.00      2.42194    0.0342121 
7809.00      2.48627    0.0345945 
7810.00      2.45271    0.0346456 
7811.00      2.60656    0.0342772 
7812.00      2.74520    0.0339515 
7813.00      2.63922    0.0350517 
7814.00      2.77275    0.0358671 
7815.00      2.79721    0.0350436 
7816.00      2.88512    0.0342522 
7817.00      2.87729    0.0342093 
7818.00      2.78729    0.0341740 
7819.00      2.72425    0.0341675 
7820.00      2.68787    0.0340854 
7821.00      2.62845    0.0341913 
7822.00      2.67823    0.0342085 
7823.00      2.72294    0.0341486 
7824.00      2.75230    0.0344225 
7825.00      2.89159    0.0347409 
7826.00      2.87258    0.0343656 
7827.00      2.60086    0.0340836 
7828.00      2.55972    0.0342450 
7829.00      2.75853    0.0344659 
7830.00      2.82236    0.0343685 
7831.00      2.73372    0.0341682 
7832.00      2.87824    0.0342439 
7833.00      3.01011    0.0347968 
7834.00      2.90043    0.0350051 
7835.00      2.77473    0.0345091 
7836.00      2.76327    0.0349767 
7837.00      2.92182    0.0359813 
7838.00      2.90000    0.0350138 
7839.00      2.74072    0.0341949 
7840.00      2.53197    0.0344796 
7841.00      2.58447    0.0349762 
7842.00      2.97532    0.0349733 
7843.00      2.91366    0.0344459 
7844.00      2.95223    0.0347933 
7845.00      2.96153    0.0355055 
7846.00      2.84157    0.0355608 
7847.00      2.87812    0.0349237 
7848.00      2.96722    0.0347207 
7849.00      2.76143    0.0350177 
7850.00      2.60429    0.0347212 
7851.00      2.64988    0.0347390 
7852.00      2.79691    0.0351537 
7853.00      2.85939    0.0353169 
7854.00      2.79262    0.0356618 
7855.00      2.60925    0.0351913 
7856.00      2.44253    0.0347608 
7857.00      2.57404    0.0346361 
7858.00      2.67707    0.0348138 
7859.00      2.79196    0.0350695 
7860.00      2.67985    0.0349604 
7861.00      2.67370    0.0346612 
